image_url,class,label:confidence
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/7ad/a7b/7ada7b21d671242e368c2390ac5ae7d7.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/ca8/1ff/ca81ffd13b172d723bf3db78e5a884.jpg,Cross-country skiing,0.9594
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/7ce/f7a/7cef7aad89de3d3b7e443a4b285579c2.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/195/826/19582656bb28d96c3875c76c6848ac.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/f74/481/f7448159caf60ff16d16d89e73766.jpg,Formula racing,0.6646
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/415/456/415456f4d505a718cc49af224f02e43.jpg,Formula racing,0.6663
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/68a/802/68a8029307f9b2e3a52d0ac835cc0a9.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/c32/37c/c3237cb037683cf66542cdb5d6a7782.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/929/12a/92912ad5b37c71cea401b95592eb6d3.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/c73/02b/c7302b60171d3bc0f1672f6f8dc3437.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/f4b/27c/f4b27c267c1c553169da18302d5c26c5.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/7a9/cb6/7a9cb6fa857b7495ca0efc9deacf.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/b2d/1ca/b2d1ca6e927ed252ecb51caf09ebfc.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/bc8/347/bc834732b6e358e66c436a397d4999.jpg,Formula racing,0.6619
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/28a/91b/28a91b4376eb249ca93195c436ac55d.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/369/829/369829128c90e7c9fdd36bb802c64ba.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/6f5/afb/6f5afb3012875c0468315456211a5db.jpg,Formula racing,0.6731
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/802/897/802897fd941260ad6246e62a6f2e91b9.jpg,Formula racing,0.6683
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/453/dc4/453dc42f8ca568b3355aa60c0d92d1b.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/736/7d6/7367d61eedbbfbac3bc5af4e7184758f.jpg,Formula racing,0.6768
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/f7b/ff4/f7bff435205ebe7c6942343d7e8ec0ff.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/8fc/b63/8fcb63fed1496194287af9783a440ff.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/a2c/ccb/a2cccb92fcbb39da3c3c232e69d81f.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/90c/b8f/90cb8fa557336b92ef91e66521ba71.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/b99/a32/b99a32634764c8919a6afdb35b6cfa8c.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/571/e53/571e532713f6e9f063beb7ec537ae.jpg,Formula racing,0.667
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/f2b/e67/f2be67ee74935b0bc823a8efe489fe1.jpg,Formula racing,0.6721
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/5e8/759/5e8759b1559f27bb48775e3b96827120.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/eff/814/eff814f2fe2933c0a02f7d6a23a31fa6.jpg,Formula racing,0.6827
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/55b/2aa/55b2aabc780e21db3db3f42a1f9a5c.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/79d/715/79d71554613b4819e6fd9db970e5d5ce.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/cd6/8b1/cd68b173efa6a21914dfcf496d23ef9.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/f73/841/f73841f831821f698403243b01c690.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/fb4/a70/fb4a70ee9149c88654eb857d55b5a81.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/e4b/f87/e4bf872e6a9014fad7df7716e120f0.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/6fe/0f6/6fe0f69f75561f8ea459a67f3c54.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/875/ac8/875ac84a1ec86ea94156c47924b92afc.jpg,Formula racing,0.6617
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/3c4/263/3c42635ba450264cdee7b4e8e144d9cd.jpg,Formula racing,0.6571
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/b1d/65d/b1d65dcaaa76e41782fd5566dbb1fa5.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/dac/7cb/dac7cb9454b468d314d9ef177b5bbe5.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/7c7/839/7c78391836acd3b32188769223d431.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/61c/d26/61cd2665def8de79e6d32d1c3678540.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/977/839/9778391c5dc7434a753a7edca9c4adf.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/9c9/d17/9c9d17ef49bff95d3a9e9749bdb397.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/9ec/535/9ec535162fcb242b6b2102f3fc77b.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/3ba/cb8/3bacb87599319893cb31f1c37989366c.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/ea7/a99/ea7a996eddcd8fd7ec655378de7b310.jpg,Formula racing,0.6791
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/6a2/e39/6a2e39a8a8b167d515676949445d7.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/532/ab8/532ab850554de18bc9675f897ab0cf1b.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/58b/5d4/58b5d468f8e73599574f1f5b14b2c98.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/583/a93/583a939d193b7d5b0a66635e11b6.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/6df/480/6df480854748f65a5c37524875c643.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/9ff/27a/9ff27afdb74f942455c5de736b305c2d.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/2eb/ada/2ebada994ca61c3ecde51d37af9a679f.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/ede/888/ede88878d1e7f113f18572292e32141b.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/246/a98/246a98b65361bd97d4397bee7dc4f27f.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/8d7/e72/8d7e72d6fe61a79bb5f7613345bbd1.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/b5e/a84/b5ea845b64222b45b85b5f803bb0f83.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/b2b/6da/b2b6da978a652b1728f6cf61315dfad.jpg,Formula racing,0.667
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/a77/1ee/a771eece694dba4b6a76154cc57a7ff7.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/33f/dff/33fdff76b23e482b4ec12f415dcca869.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/7ef/5fb/7ef5fb88b437e54e925f9d97e16a8f4.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/488/984/4889849dbacfc9384ee947a7a85dcab.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/934/e3c/934e3c8e47232695b8eea8d735a0a60.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/cb5/211/cb52115874a0eb3f9f76623f9dbd4b76.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/7ba/5b7/7ba5b74356bc245b3c7224980abb6ff.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/bc5/8e1/bc58e1ddf2d453993c8c11961987ea7.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/e2a/6fb/e2a6fbd45cd335521a98b79db5afc9.jpg,Formula racing,0.6689
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/6ec/3f9/6ec3f97219d511f8cd8a721fa4519c6.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/696/720/696720385187a57a64cd695fbd7c1d3e.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/ad6/262/ad62623864cc4425743161ce76e62d6b.jpg,Formula racing,0.67
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/7f3/edd/7f3edd3cbe109d13c66ba174d09a315a.jpg,Formula racing,0.6653
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/937/658/9376586bab83816a5f054a5efcdaabf.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/586/ed7/586ed77db6201c11e452d76e1de79ea.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/4f2/8a1/4f28a17dee5a29978922621fa118b564.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/c31/be0/c31be01b5ec1c732027ad4cfe2b7a5.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/579/fbb/579fbb0e33c62d38f6fc6d1891dcfba.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/1cd/7f6/1cd7f6ba55fedded6ad1741ddb2a13.jpg,Formula racing,0.664
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/fb7/c37/fb7c37fa6ecb566945593393dce9a5.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/d36/d64/d36d64e48de9778722a134a5a53a0db.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/607/ee9/607ee95396c1ba2e95b7e6457527c1e.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/a53/8ea/a538eac8e6d719b297c688b29210b3.jpg,Formula racing,0.6614
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/13a/0f6/13a0f6cff09af013c499c283b5dca0.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/bcc/493/bcc4931f49baac20e29676cb1a7c3b54.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/f16/75f/f1675f4fb126a31244942ddda070d8.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/b37/2b0/b372b0e2791329bf20e8b2cc5a5edc7.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/b71/928/b71928786fa6bb05210b2a87c1d925a.jpg,Formula racing,1.0
